Entity,Code,Year,"Daily smoking prevalence - both (IHME, GHDx (2012))",Population
Afghanistan,AFG,1980,10.4,13169312
Afghanistan,AFG,1981,10.5,11937587
Afghanistan,AFG,1982,10.5,10991382
Afghanistan,AFG,1983,10.5,10917986
Afghanistan,AFG,1984,10.6,11190220
Afghanistan,AFG,1985,10.6,11426855
Afghanistan,AFG,1986,10.6,11420074
Afghanistan,AFG,1987,10.7,11387824
Afghanistan,AFG,1988,10.7,11523299
Afghanistan,AFG,1989,10.8,11874088
Afghanistan,AFG,1990,10.8,12045664
Afghanistan,AFG,1991,10.9,12238879
Afghanistan,AFG,1992,11.0,13278982
Afghanistan,AFG,1993,11.1,14943174
Afghanistan,AFG,1994,11.2,16250799
Afghanistan,AFG,1995,11.3,17065836
Afghanistan,AFG,1996,11.4,17763265
Afghanistan,AFG,1997,11.6,18452100
Afghanistan,AFG,1998,11.7,19159996
Afghanistan,AFG,1999,11.8,19887791
Afghanistan,AFG,2000,11.8,20130334
Afghanistan,AFG,2001,11.8,20284303
Afghanistan,AFG,2002,11.9,21378123
Afghanistan,AFG,2003,11.9,22733054
Afghanistan,AFG,2004,11.9,23560656
Afghanistan,AFG,2005,11.9,24404574
Afghanistan,AFG,2006,12.0,25424100
Afghanistan,AFG,2007,12.0,25909852
Afghanistan,AFG,2008,12.0,26482629
Afghanistan,AFG,2009,12.0,27466101
Afghanistan,AFG,2010,11.9,28284088
Afghanistan,AFG,2011,11.9,29347709
Afghanistan,AFG,2012,11.9,30560036
Albania,ALB,1980,21.299999,2735423
Albania,ALB,1981,21.299999,2790413
Albania,ALB,1982,21.299999,2846910
Albania,ALB,1983,21.299999,2905129
Albania,ALB,1984,21.299999,2964961
Albania,ALB,1985,21.299999,3026245
Albania,ALB,1986,21.299999,3087659
Albania,ALB,1987,21.299999,3148843
Albania,ALB,1988,21.299999,3212924
Albania,ALB,1989,21.200001,3260370
Albania,ALB,1990,21.200001,3277964
Albania,ALB,1991,21.299999,3282607
Albania,ALB,1992,21.299999,3282506
Albania,ALB,1993,21.299999,3277830
Albania,ALB,1994,21.4,3269417
Albania,ALB,1995,21.299999,3258571
Albania,ALB,1996,21.200001,3245681
Albania,ALB,1997,20.9,3229665
Albania,ALB,1998,20.6,3210133
Albania,ALB,1999,20.299999,3188596
Albania,ALB,2000,20.0,3166147
Albania,ALB,2001,19.700001,3147941
Albania,ALB,2002,19.4,3134094
Albania,ALB,2003,18.700001,3118092
Albania,ALB,2004,18.1,3098663
Albania,ALB,2005,18.200001,3076155
Albania,ALB,2006,18.4,3050804
Albania,ALB,2007,18.700001,3022887
Albania,ALB,2008,19.1,2992933
Albania,ALB,2009,19.5,2961487
Albania,ALB,2010,19.799999,2928730
Albania,ALB,2011,20.1,2911500
Albania,ALB,2012,20.5,2910003
Algeria,DZA,1980,15.6,18607175
Algeria,DZA,1981,15.7,19220708
Algeria,DZA,1982,15.7,19872354
Algeria,DZA,1983,15.8,20558121
Algeria,DZA,1984,15.8,21271969
Algeria,DZA,1985,15.9,22008541
Algeria,DZA,1986,15.9,22745500
Algeria,DZA,1987,16.0,23443628
Algeria,DZA,1988,16.1,24109537
Algeria,DZA,1989,16.200001,24754488
Algeria,DZA,1990,16.299999,25375816
Algeria,DZA,1991,16.4,25987937
Algeria,DZA,1992,16.5,26628568
Algeria,DZA,1993,16.6,27277040
Algeria,DZA,1994,16.700001,27887276
Algeria,DZA,1995,16.799999,28470194
Algeria,DZA,1996,16.9,29033045
Algeria,DZA,1997,16.700001,29579300
Algeria,DZA,1998,16.299999,30054135
Algeria,DZA,1999,16.1,30474359
Algeria,DZA,2000,15.8,30903895
Algeria,DZA,2001,15.5,31331226
Algeria,DZA,2002,15.2,31750833
Algeria,DZA,2003,14.4,32175813
Algeria,DZA,2004,13.6,32628286
Algeria,DZA,2005,12.9,33109258
Algeria,DZA,2006,12.3,33623505
Algeria,DZA,2007,11.8,34189420
Algeria,DZA,2008,11.4,34816962
Algeria,DZA,2009,11.1,35490443
Algeria,DZA,2010,10.9,36188236
Algeria,DZA,2011,11.0,36903375
Algeria,DZA,2012,11.2,37646164
Andorra,AND,1980,30.5,35802
Andorra,AND,1981,30.6,37194
Andorra,AND,1982,30.700001,38785
Andorra,AND,1983,30.799999,40586
Andorra,AND,1984,30.9,42291
Andorra,AND,1985,31.1,43847
Andorra,AND,1986,31.200001,45758
Andorra,AND,1987,31.200001,47676
Andorra,AND,1988,31.200001,49439
Andorra,AND,1989,31.200001,50638
Andorra,AND,1990,31.1,52616
Andorra,AND,1991,31.0,56692
Andorra,AND,1992,31.0,60216
Andorra,AND,1993,31.0,63293
Andorra,AND,1994,31.0,64630
Andorra,AND,1995,31.0,63935
Andorra,AND,1996,30.9,64008
Andorra,AND,1997,30.799999,64721
Andorra,AND,1998,30.700001,65399
Andorra,AND,1999,30.6,65732
Andorra,AND,2000,30.5,65703
Andorra,AND,2001,30.200001,65874
Andorra,AND,2002,30.0,66528
Andorra,AND,2003,29.5,69507
Andorra,AND,2004,29.1,74342
Andorra,AND,2005,28.6,77436
Andorra,AND,2006,28.1,79609
Andorra,AND,2007,27.700001,81900
Andorra,AND,2008,27.299999,83513
Andorra,AND,2009,27.0,83908
Andorra,AND,2010,26.700001,80726
Andorra,AND,2011,26.6,77801
Andorra,AND,2012,26.6,76858
Angola,AGO,1980,8.6999998,8133868
Angola,AGO,1981,8.6999998,8435604
Angola,AGO,1982,8.8000002,8751653
Angola,AGO,1983,8.8000002,9082985
Angola,AGO,1984,8.8000002,9425922
Angola,AGO,1985,8.8000002,9779125
Angola,AGO,1986,8.8999996,10139458
Angola,AGO,1987,8.8999996,10497864
Angola,AGO,1988,8.8999996,10861301
Angola,AGO,1989,8.8999996,11238562
Angola,AGO,1990,8.8999996,11626359
Angola,AGO,1991,8.8999996,12023533
Angola,AGO,1992,8.8999996,12423717
Angola,AGO,1993,8.8999996,12827135
Angola,AGO,1994,8.8999996,13249762
Angola,AGO,1995,8.8999996,13699780
Angola,AGO,1996,8.8999996,14170973
Angola,AGO,1997,8.8999996,14660420
Angola,AGO,1998,8.8999996,15159377
Angola,AGO,1999,8.8999996,15667234
Angola,AGO,2000,8.8999996,16194872
Angola,AGO,2001,8.8999996,16747204
Angola,AGO,2002,8.8999996,17327701
Angola,AGO,2003,8.8999996,17943717
Angola,AGO,2004,8.8999996,18600426
Angola,AGO,2005,8.8999996,19291161
Angola,AGO,2006,8.8999996,20015280
Angola,AGO,2007,8.8000002,20778569
Angola,AGO,2008,8.8000002,21578655
Angola,AGO,2009,8.8000002,22414774
Angola,AGO,2010,8.8000002,23294821
Angola,AGO,2011,8.6999998,24218358
Angola,AGO,2012,8.6999998,25177399
Antigua and Barbuda,ATG,1980,5.1999998,64529
Antigua and Barbuda,ATG,1981,5.0999999,64684
Antigua and Barbuda,ATG,1982,5.0,64800
Antigua and Barbuda,ATG,1983,4.9000001,64952
Antigua and Barbuda,ATG,1984,4.8000002,64898
Antigua and Barbuda,ATG,1985,4.5999999,64606
Antigua and Barbuda,ATG,1986,4.4000001,64293
Antigua and Barbuda,ATG,1987,4.3000002,63964
Antigua and Barbuda,ATG,1988,4.1999998,63641
Antigua and Barbuda,ATG,1989,4.0,63346
Antigua and Barbuda,ATG,1990,4.0,63087
Antigua and Barbuda,ATG,1991,3.9000001,63406
Antigua and Barbuda,ATG,1992,3.9000001,64421
Antigua and Barbuda,ATG,1993,3.8,65600
Antigua and Barbuda,ATG,1994,3.8,66860
Antigua and Barbuda,ATG,1995,3.8,68209
Antigua and Barbuda,ATG,1996,3.8,69628
Antigua and Barbuda,ATG,1997,3.7,71071
Antigua and Barbuda,ATG,1998,3.7,72429
Antigua and Barbuda,ATG,1999,3.5999999,73681
Antigua and Barbuda,ATG,2000,3.5999999,74929
Antigua and Barbuda,ATG,2001,3.5999999,76082
Antigua and Barbuda,ATG,2002,3.5,77049
Antigua and Barbuda,ATG,2003,3.5,77895
Antigua and Barbuda,ATG,2004,3.5,78734
Antigua and Barbuda,ATG,2005,3.5,79628
Antigua and Barbuda,ATG,2006,3.4000001,80619
Antigua and Barbuda,ATG,2007,3.4000001,81716
Antigua and Barbuda,ATG,2008,3.4000001,82926
Antigua and Barbuda,ATG,2009,3.4000001,84192
Antigua and Barbuda,ATG,2010,3.4000001,85337
Antigua and Barbuda,ATG,2011,3.4000001,86349
Antigua and Barbuda,ATG,2012,3.4000001,87275
Argentina,ARG,1980,26.299999,28011596
Argentina,ARG,1981,26.1,28463957
Argentina,ARG,1982,26.0,28924269
Argentina,ARG,1983,25.9,29391333
Argentina,ARG,1984,25.799999,29863091
Argentina,ARG,1985,25.700001,30336448
Argentina,ARG,1986,25.5,30811983
Argentina,ARG,1987,25.4,31291764
Argentina,ARG,1988,25.299999,31780533
Argentina,ARG,1989,25.299999,32270958
Argentina,ARG,1990,25.299999,32755907
Argentina,ARG,1991,25.200001,33230292
Argentina,ARG,1992,25.0,33693532
Argentina,ARG,1993,24.9,34152718
Argentina,ARG,1994,24.799999,34613491
Argentina,ARG,1995,24.700001,35070016
Argentina,ARG,1996,24.6,35513794
Argentina,ARG,1997,24.4,35947790
Argentina,ARG,1998,24.1,36372863
Argentina,ARG,1999,23.9,36794686
Argentina,ARG,2000,23.700001,37213985
Argentina,ARG,2001,23.6,37624818
Argentina,ARG,2002,23.6,38029346
Argentina,ARG,2003,23.6,38424284
Argentina,ARG,2004,23.4,38815915
Argentina,ARG,2005,23.200001,39216787
Argentina,ARG,2006,22.700001,39622113
Argentina,ARG,2007,22.200001,40016766
Argentina,ARG,2008,21.700001,40424149
Argentina,ARG,2009,21.200001,40854832
Argentina,ARG,2010,20.5,41288694
Argentina,ARG,2011,19.799999,41730655
Argentina,ARG,2012,19.299999,42161718
Armenia,ARM,1980,26.0,3107420
Armenia,ARM,1981,26.200001,3135355
Armenia,ARM,1982,26.5,3163145
Armenia,ARM,1983,26.700001,3191547
Armenia,ARM,1984,27.0,3224549
Armenia,ARM,1985,27.200001,3260440
Armenia,ARM,1986,27.4,3294858
Armenia,ARM,1987,27.6,3328525
Armenia,ARM,1988,27.799999,3355124
Armenia,ARM,1989,27.9,3443095
Armenia,ARM,1990,28.0,3552129
Armenia,ARM,1991,28.1,3613977
Armenia,ARM,1992,28.1,3571869
Armenia,ARM,1993,28.200001,3453338
Armenia,ARM,1994,28.1,3364620
Armenia,ARM,1995,28.0,3307585
Armenia,ARM,1996,27.9,3278738
Armenia,ARM,1997,27.5,3246292
Armenia,ARM,1998,27.200001,3208400
Armenia,ARM,1999,26.9,3167282
Armenia,ARM,2000,26.700001,3125630
Armenia,ARM,2001,26.4,3084350
Armenia,ARM,2002,26.200001,3055635
Armenia,ARM,2003,26.200001,3038976
Armenia,ARM,2004,26.200001,3022544
Armenia,ARM,2005,26.299999,3006360
Armenia,ARM,2006,26.299999,2990371
Armenia,ARM,2007,26.299999,2974825
Armenia,ARM,2008,26.299999,2959996
Armenia,ARM,2009,26.4,2945518
Armenia,ARM,2010,26.4,2931083
Armenia,ARM,2011,26.6,2923267
Armenia,ARM,2012,26.700001,2922528
Australia,AUS,1980,30.5,14721343
Australia,AUS,1981,30.0,14949209
Australia,AUS,1982,29.6,15192485
Australia,AUS,1983,29.1,15414891
Australia,AUS,1984,28.5,15620650
Australia,AUS,1985,27.799999,15835742
Australia,AUS,1986,27.1,16069630
Australia,AUS,1987,26.4,16322272
Australia,AUS,1988,25.799999,16594102
Australia,AUS,1989,25.4,16869361
Australia,AUS,1990,25.1,17126301
Australia,AUS,1991,24.9,17353191
Australia,AUS,1992,24.700001,17549282
Australia,AUS,1993,24.6,17722905
Australia,AUS,1994,24.200001,17897430
Australia,AUS,1995,23.799999,18095338
Australia,AUS,1996,23.4,18305299
Australia,AUS,1997,23.0,18504909
Australia,AUS,1998,22.5,18701707
Australia,AUS,1999,21.9,18909979
Australia,AUS,2000,21.4,19132473
Australia,AUS,2001,20.9,19365437
Australia,AUS,2002,20.4,19595357
Australia,AUS,2003,19.9,19819450
Australia,AUS,2004,19.4,20046680
Australia,AUS,2005,18.9,20294490
Australia,AUS,2006,18.299999,20590565
Australia,AUS,2007,17.700001,20954545
Australia,AUS,2008,17.200001,21370595
Australia,AUS,2009,16.799999,21783014
Australia,AUS,2010,16.4,22141583
Australia,AUS,2011,16.299999,22479778
Australia,AUS,2012,16.299999,22852649
Austria,AUT,1980,26.1,7548405
Austria,AUT,1981,25.6,7567550
Austria,AUT,1982,25.5,7573077
Austria,AUT,1983,25.5,7561166
Austria,AUT,1984,25.6,7560716
Austria,AUT,1985,25.700001,7564311
Austria,AUT,1986,26.0,7569397
Austria,AUT,1987,26.5,7574314
Austria,AUT,1988,27.1,7585347
Austria,AUT,1989,27.6,7620406
Austria,AUT,1990,28.1,7679626
Austria,AUT,1991,28.6,7757140
Austria,AUT,1992,28.799999,7842716
Austria,AUT,1993,29.0,7907492
Austria,AUT,1994,28.9,7938156
Austria,AUT,1995,28.6,7950322
Austria,AUT,1996,28.1,7960918
Austria,AUT,1997,27.9,7969802
Austria,AUT,1998,28.700001,7978465
Austria,AUT,1999,29.700001,7993895
Austria,AUT,2000,30.4,8012929
Austria,AUT,2001,31.1,8042232
Austria,AUT,2002,31.6,8081638
Austria,AUT,2003,31.5,8122605
Austria,AUT,2004,31.1,8173494
Austria,AUT,2005,30.5,8229204
Austria,AUT,2006,29.799999,8269902
Austria,AUT,2007,29.4,8296949
Austria,AUT,2008,29.200001,8323250
Austria,AUT,2009,29.200001,8345072
Austria,AUT,2010,29.200001,8365087
Austria,AUT,2011,29.200001,8393272
Austria,AUT,2012,29.299999,8431598
Azerbaijan,AZE,1980,20.200001,6284707
Azerbaijan,AZE,1981,20.299999,6385606
Azerbaijan,AZE,1982,20.4,6491435
Azerbaijan,AZE,1983,20.6,6602332
Azerbaijan,AZE,1984,20.700001,6706289
Azerbaijan,AZE,1985,20.9,6799822
Azerbaijan,AZE,1986,21.0,6891349
Azerbaijan,AZE,1987,21.1,6977657
Azerbaijan,AZE,1988,21.200001,7081403
Azerbaijan,AZE,1989,21.299999,7167583
Azerbaijan,AZE,1990,21.4,7231085
Azerbaijan,AZE,1991,21.5,7314314
Azerbaijan,AZE,1992,21.5,7405779
Azerbaijan,AZE,1993,21.5,7504118
Azerbaijan,AZE,1994,21.4,7608896
Azerbaijan,AZE,1995,21.200001,7719283
Azerbaijan,AZE,1996,21.0,7830982
Azerbaijan,AZE,1997,20.799999,7936220
Azerbaijan,AZE,1998,20.5,8025808
Azerbaijan,AZE,1999,20.4,8100472
Azerbaijan,AZE,2000,20.299999,8174783
Azerbaijan,AZE,2001,20.200001,8251776
Azerbaijan,AZE,2002,20.200001,8326141
Azerbaijan,AZE,2003,20.200001,8400529
Azerbaijan,AZE,2004,20.299999,8489875
Azerbaijan,AZE,2005,20.5,8597248
Azerbaijan,AZE,2006,20.700001,8711380
Azerbaijan,AZE,2007,21.0,8828316
Azerbaijan,AZE,2008,21.299999,8942637
Azerbaijan,AZE,2009,21.6,9046336
Azerbaijan,AZE,2010,21.9,9146852
Azerbaijan,AZE,2011,22.200001,9256154
Azerbaijan,AZE,2012,22.4,9376181
Bahamas,BHS,1980,11.1,232539
Bahamas,BHS,1981,11.0,236626
Bahamas,BHS,1982,11.0,240623
Bahamas,BHS,1983,10.9,244717
Bahamas,BHS,1984,10.9,248878
Bahamas,BHS,1985,10.8,253169
Bahamas,BHS,1986,10.8,257547
Bahamas,BHS,1987,10.7,261948
Bahamas,BHS,1988,10.7,266457
Bahamas,BHS,1989,10.7,271186
Bahamas,BHS,1990,10.7,275955
Bahamas,BHS,1991,10.7,280745
Bahamas,BHS,1992,10.8,285938
Bahamas,BHS,1993,11.0,291348
Bahamas,BHS,1994,11.1,296520
Bahamas,BHS,1995,11.2,301470
Bahamas,BHS,1996,11.2,306282
Bahamas,BHS,1997,10.9,310914
Bahamas,BHS,1998,10.7,315375
Bahamas,BHS,1999,10.5,319623
Bahamas,BHS,2000,10.3,323846
Bahamas,BHS,2001,10.2,327846
Bahamas,BHS,2002,10.1,331625
Bahamas,BHS,2003,10.0,335625
Bahamas,BHS,2004,10.0,339794
Bahamas,BHS,2005,10.0,343905
Bahamas,BHS,2006,9.8999996,348385
Bahamas,BHS,2007,9.8999996,353342
Bahamas,BHS,2008,9.8999996,358133
Bahamas,BHS,2009,10.0,362807
Bahamas,BHS,2010,10.0,367482
Bahamas,BHS,2011,10.0,371738
Bahamas,BHS,2012,10.1,375474
Bahrain,BHR,1980,17.299999,358991
Bahrain,BHR,1981,17.5,373532
Bahrain,BHR,1982,17.5,386990
Bahrain,BHR,1983,17.4,400722
Bahrain,BHR,1984,17.200001,415165
Bahrain,BHR,1985,17.0,430365
Bahrain,BHR,1986,16.700001,446290
Bahrain,BHR,1987,16.299999,462864
Bahrain,BHR,1988,15.9,479931
Bahrain,BHR,1989,15.6,497329
Bahrain,BHR,1990,15.2,514800
Bahrain,BHR,1991,14.9,531883
Bahrain,BHR,1992,14.8,547754
Bahrain,BHR,1993,14.7,562820
Bahrain,BHR,1994,14.7,577960
Bahrain,BHR,1995,14.6,593228
Bahrain,BHR,1996,14.6,608595
Bahrain,BHR,1997,14.4,624020
Bahrain,BHR,1998,14.0,639391
Bahrain,BHR,1999,13.2,654621
Bahrain,BHR,2000,12.5,669590
Bahrain,BHR,2001,12.1,699964
Bahrain,BHR,2002,12.5,752206
Bahrain,BHR,2003,13.2,811278
Bahrain,BHR,2004,14.1,871449
Bahrain,BHR,2005,15.2,932619
Bahrain,BHR,2006,16.4,994626
Bahrain,BHR,2007,17.6,1057418
Bahrain,BHR,2008,18.299999,1120717
Bahrain,BHR,2009,18.799999,1183616
Bahrain,BHR,2010,19.0,1213250
Bahrain,BHR,2011,19.1,1206734
Bahrain,BHR,2012,19.0,1216308
Bangladesh,BGD,1980,24.6,88016436
Bangladesh,BGD,1981,24.5,90303105
Bangladesh,BGD,1982,24.4,92814506
Bangladesh,BGD,1983,24.4,95335162
Bangladesh,BGD,1984,24.299999,97814966
Bangladesh,BGD,1985,24.200001,100253825
Bangladesh,BGD,1986,24.1,102635570
Bangladesh,BGD,1987,24.1,104959291
Bangladesh,BGD,1988,24.0,107216011
Bangladesh,BGD,1989,23.9,109433805
Bangladesh,BGD,1990,23.799999,111633723
Bangladesh,BGD,1991,23.6,113787112
Bangladesh,BGD,1992,23.5,115952198
Bangladesh,BGD,1993,23.4,118132363
Bangladesh,BGD,1994,23.200001,120343183
Bangladesh,BGD,1995,23.1,122600371
Bangladesh,BGD,1996,23.0,124862185
Bangladesh,BGD,1997,22.9,127198069
Bangladesh,BGD,1998,22.799999,129622333
Bangladesh,BGD,1999,22.799999,132108064
Bangladesh,BGD,2000,22.799999,134544303
Bangladesh,BGD,2001,22.9,136805812
Bangladesh,BGD,2002,23.0,138933659
Bangladesh,BGD,2003,23.299999,140970356
Bangladesh,BGD,2004,23.5,142902855
Bangladesh,BGD,2005,23.4,144715789
Bangladesh,BGD,2006,23.299999,146405982
Bangladesh,BGD,2007,23.1,147989283
Bangladesh,BGD,2008,22.799999,149474264
Bangladesh,BGD,2009,22.6,150873716
Bangladesh,BGD,2010,22.5,152201977
Bangladesh,BGD,2011,22.4,153591075
Bangladesh,BGD,2012,22.4,155070111
Barbados,BRB,1980,6.6999998,251532
Barbados,BRB,1981,6.8000002,252274
Barbados,BRB,1982,6.8000002,253097
Barbados,BRB,1983,6.9000001,253992
Barbados,BRB,1984,7.0,254930
Barbados,BRB,1985,7.0,255831
Barbados,BRB,1986,7.0,256628
Barbados,BRB,1987,7.0,257286
Barbados,BRB,1988,7.0,257768
Barbados,BRB,1989,6.9000001,258111
Barbados,BRB,1990,6.9000001,258581
Barbados,BRB,1991,6.8000002,259382
Barbados,BRB,1992,6.8000002,260273
Barbados,BRB,1993,6.8000002,261034
Barbados,BRB,1994,6.8000002,261627
Barbados,BRB,1995,6.6999998,262044
Barbados,BRB,1996,6.6999998,262290
Barbados,BRB,1997,6.6999998,262404
Barbados,BRB,1998,6.5999999,262437
Barbados,BRB,1999,6.5,262521
Barbados,BRB,2000,6.5,262069
Barbados,BRB,2001,6.4000001,262428
Barbados,BRB,2002,6.4000001,264151
Barbados,BRB,2003,6.3000002,265787
Barbados,BRB,2004,6.3000002,267296
Barbados,BRB,2005,6.1999998,268719
Barbados,BRB,2006,6.1999998,270010
Barbados,BRB,2007,6.0999999,271296
Barbados,BRB,2008,6.0999999,272718
Barbados,BRB,2009,6.0999999,274137
Barbados,BRB,2010,6.0999999,275250
Barbados,BRB,2011,6.0999999,276149
Barbados,BRB,2012,6.0,276947
Belarus,BLR,1980,27.299999,9603173
Belarus,BLR,1981,27.5,9678047
Belarus,BLR,1982,27.799999,9748285
Belarus,BLR,1983,28.1,9815555
Belarus,BLR,1984,28.299999,9881697
Belarus,BLR,1985,28.6,9944185
Belarus,BLR,1986,28.9,10004288
Belarus,BLR,1987,29.200001,10057608
Belarus,BLR,1988,29.5,10107636
Belarus,BLR,1989,29.700001,10158780
Belarus,BLR,1990,29.9,10186257
Belarus,BLR,1991,30.200001,10193888
Belarus,BLR,1992,30.299999,10217561
Belarus,BLR,1993,30.4,10241320
Belarus,BLR,1994,30.299999,10230192
Belarus,BLR,1995,30.1,10197466
Belarus,BLR,1996,30.0,10164023
Belarus,BLR,1997,29.700001,10122364
Belarus,BLR,1998,29.299999,10080580
Belarus,BLR,1999,28.9,10039223
Belarus,BLR,2000,28.6,9991311
Belarus,BLR,2001,27.9,9938068
Belarus,BLR,2002,27.1,9873451
Belarus,BLR,2003,26.4,9803174
Belarus,BLR,2004,25.9,9735090
Belarus,BLR,2005,25.5,9667831
Belarus,BLR,2006,25.200001,9608041
Belarus,BLR,2007,25.1,9563136
Belarus,BLR,2008,25.1,9529357
Belarus,BLR,2009,25.299999,9507334
Belarus,BLR,2010,25.5,9490752
Belarus,BLR,2011,26.200001,9472737
Belarus,BLR,2012,26.9,9463075
Belgium,BEL,1980,32.5,9833093
Belgium,BEL,1981,32.200001,9850674
Belgium,BEL,1982,31.9,9862330
Belgium,BEL,1983,31.700001,9869136
Belgium,BEL,1984,31.5,9874586
Belgium,BEL,1985,31.299999,9880337
Belgium,BEL,1986,31.1,9886981
Belgium,BEL,1987,30.9,9899150
Belgium,BEL,1988,30.9,9916567
Belgium,BEL,1989,30.9,9936574
Belgium,BEL,1990,30.700001,9960969
Belgium,BEL,1991,30.700001,9998961
Belgium,BEL,1992,30.799999,10045987
Belgium,BEL,1993,31.0,10084932
Belgium,BEL,1994,31.1,10116005
Belgium,BEL,1995,30.9,10137264
Belgium,BEL,1996,30.700001,10156973
Belgium,BEL,1997,30.0,10181465
Belgium,BEL,1998,29.299999,10203186
Belgium,BEL,1999,28.4,10226681
Belgium,BEL,2000,27.200001,10251719
Belgium,BEL,2001,26.299999,10287004
Belgium,BEL,2002,25.9,10332978
Belgium,BEL,2003,25.4,10376260
Belgium,BEL,2004,25.1,10421298
Belgium,BEL,2005,25.0,10478883
Belgium,BEL,2006,25.200001,10548446
Belgium,BEL,2007,25.4,10625490
Belgium,BEL,2008,25.700001,10709710
Belgium,BEL,2009,26.0,10812936
Belgium,BEL,2010,26.1,10936620
Belgium,BEL,2011,26.1,11038627
Belgium,BEL,2012,26.1,11107524
Belize,BLZ,1980,11.1,145072
Belize,BLZ,1981,10.9,148802
Belize,BLZ,1982,10.8,152561
Belize,BLZ,1983,10.7,156310
Belize,BLZ,1984,10.5,160060
Belize,BLZ,1985,10.4,163813
Belize,BLZ,1986,10.3,167570
Belize,BLZ,1987,10.2,171350
Belize,BLZ,1988,10.1,175195
Belize,BLZ,1989,10.0,179123
Belize,BLZ,1990,9.8999996,183090
Belize,BLZ,1991,9.8999996,187057
Belize,BLZ,1992,9.8000002,190994
Belize,BLZ,1993,9.8000002,194916
Belize,BLZ,1994,9.6999998,199100
Belize,BLZ,1995,9.6999998,204165
Belize,BLZ,1996,9.6000004,210321
Belize,BLZ,1997,9.5,217457
Belize,BLZ,1998,9.3999996,225186
Belize,BLZ,1999,9.3000002,233064
Belize,BLZ,2000,9.1999998,240809
Belize,BLZ,2001,9.1000004,248394
Belize,BLZ,2002,9.0,256018
Belize,BLZ,2003,8.8999996,263793
Belize,BLZ,2004,8.6999998,271695
Belize,BLZ,2005,8.6000004,279746
Belize,BLZ,2006,8.5,287890
Belize,BLZ,2007,8.5,296117
Belize,BLZ,2008,8.6000004,304373
Belize,BLZ,2009,8.6000004,312618
Belize,BLZ,2010,8.6999998,320256
Belize,BLZ,2011,8.8000002,327307
Belize,BLZ,2012,8.8999996,334420
Benin,BEN,1980,9.3999996,3925258
Benin,BEN,1981,9.3000002,4038310
Benin,BEN,1982,9.1000004,4156593
Benin,BEN,1983,9.0,4278981
Benin,BEN,1984,8.8999996,4405901
Benin,BEN,1985,8.8000002,4538016
Benin,BEN,1986,8.6999998,4675420
Benin,BEN,1987,8.6999998,4818487
Benin,BEN,1988,8.6999998,4967342
Benin,BEN,1989,8.6999998,5121658
Benin,BEN,1990,8.6999998,5281485
Benin,BEN,1991,8.6999998,5446934
Benin,BEN,1992,8.6999998,5617849
Benin,BEN,1993,8.6999998,5872707
Benin,BEN,1994,8.6999998,6096510
Benin,BEN,1995,8.6999998,6226774
Benin,BEN,1996,8.6999998,6391859
Benin,BEN,1997,8.6000004,6583375
Benin,BEN,1998,8.5,6789491
Benin,BEN,1999,8.3999996,7002819
Benin,BEN,2000,8.3000002,7221618
Benin,BEN,2001,8.3000002,7445599
Benin,BEN,2002,8.1999998,7675428
Benin,BEN,2003,8.1000004,7913074
Benin,BEN,2004,8.0,8159100
Benin,BEN,2005,7.9000001,8426146
Benin,BEN,2006,7.8000002,8693241
Benin,BEN,2007,7.6999998,8953973
Benin,BEN,2008,7.6999998,9228469
Benin,BEN,2009,7.6999998,9509432
Benin,BEN,2010,7.6999998,9797488
Benin,BEN,2011,7.6999998,10093626
Benin,BEN,2012,7.6999998,10397662
Bhutan,BTN,1980,12.0,433412
Bhutan,BTN,1981,12.0,447852
Bhutan,BTN,1982,11.9,462493
Bhutan,BTN,1983,11.8,477472
Bhutan,BTN,1984,11.8,492792
Bhutan,BTN,1985,11.7,508400
Bhutan,BTN,1986,11.6,524327
Bhutan,BTN,1987,11.4,540570
Bhutan,BTN,1988,11.3,557002
Bhutan,BTN,1989,11.2,573592
Bhutan,BTN,1990,11.1,589295
Bhutan,BTN,1991,11.1,599789
Bhutan,BTN,1992,11.0,577779
Bhutan,BTN,1993,10.9,554679
Bhutan,BTN,1994,10.8,554510
Bhutan,BTN,1995,10.7,547996
Bhutan,BTN,1996,10.6,548792
Bhutan,BTN,1997,10.5,558699
Bhutan,BTN,1998,10.4,569438
Bhutan,BTN,1999,10.4,582590
Bhutan,BTN,2000,10.4,596870
Bhutan,BTN,2001,10.4,610803
Bhutan,BTN,2002,10.5,624417
Bhutan,BTN,2003,10.6,637669
Bhutan,BTN,2004,10.7,650558
Bhutan,BTN,2005,10.8,661872
Bhutan,BTN,2006,10.9,670800
Bhutan,BTN,2007,10.9,678643
Bhutan,BTN,2008,11.0,686359
Bhutan,BTN,2009,11.0,693995
Bhutan,BTN,2010,11.0,701639
Bhutan,BTN,2011,11.0,709387
Bhutan,BTN,2012,11.0,717288
Bolivia,BOL,1980,33.299999,5758905
Bolivia,BOL,1981,33.299999,5888113
Bolivia,BOL,1982,33.299999,6018091
Bolivia,BOL,1983,33.299999,6149065
Bolivia,BOL,1984,33.400002,6281868
Bolivia,BOL,1985,33.400002,6416194
Bolivia,BOL,1986,33.400002,6552481
Bolivia,BOL,1987,33.400002,6692169
Bolivia,BOL,1988,33.5,6835508
Bolivia,BOL,1989,33.599998,6981771
Bolivia,BOL,1990,33.700001,7130142
