Entity,Code,Year,"Daily smoking prevalence - both (IHME, GHDx (2012))",Population
Libya,LBY,2007,13.2,6104379
Libya,LBY,2008,14.3,6235433
Libya,LBY,2009,15.3,6366688
Libya,LBY,2010,15.7,6497838
Libya,LBY,2011,15.4,6343210
Libya,LBY,2012,15.4,6179328
Lithuania,LTU,1980,20.9,3428416
Lithuania,LTU,1981,20.9,3452313
Lithuania,LTU,1982,20.9,3477581
Lithuania,LTU,1983,20.9,3505434
Lithuania,LTU,1984,21.0,3534124
Lithuania,LTU,1985,21.0,3562393
Lithuania,LTU,1986,21.0,3593781
Lithuania,LTU,1987,21.0,3627368
Lithuania,LTU,1988,21.0,3672653
Lithuania,LTU,1989,21.0,3696106
Lithuania,LTU,1990,20.9,3695015
Lithuania,LTU,1991,21.0,3701409
Lithuania,LTU,1992,21.200001,3697553
Lithuania,LTU,1993,21.5,3680202
Lithuania,LTU,1994,21.9,3654893
Lithuania,LTU,1995,22.5,3627038
Lithuania,LTU,1996,23.200001,3599721
Lithuania,LTU,1997,23.9,3573418
Lithuania,LTU,1998,24.4,3547769
Lithuania,LTU,1999,24.9,3522905
Lithuania,LTU,2000,25.1,3500410
Lithuania,LTU,2001,25.1,3473008
Lithuania,LTU,2002,25.0,3444051
Lithuania,LTU,2003,25.0,3415276
Lithuania,LTU,2004,25.1,3376703
Lithuania,LTU,2005,25.299999,3322264
Lithuania,LTU,2006,25.299999,3269809
Lithuania,LTU,2007,25.4,3231378
Lithuania,LTU,2008,25.5,3198483
Lithuania,LTU,2009,25.9,3163258
Lithuania,LTU,2010,25.9,3097719
Lithuania,LTU,2011,25.799999,3028642
Lithuania,LTU,2012,25.799999,2988334
Luxembourg,LUX,1980,32.599998,363710
Luxembourg,LUX,1981,32.400002,364486
Luxembourg,LUX,1982,32.200001,365060
Luxembourg,LUX,1983,32.0,365492
Luxembourg,LUX,1984,31.700001,365904
Luxembourg,LUX,1985,31.5,366664
Luxembourg,LUX,1986,31.200001,368408
Luxembourg,LUX,1987,30.9,370790
Luxembourg,LUX,1988,30.700001,373786
Luxembourg,LUX,1989,30.5,377384
Luxembourg,LUX,1990,30.1,381707
Luxembourg,LUX,1991,29.6,386820
Luxembourg,LUX,1992,29.200001,391973
Luxembourg,LUX,1993,28.799999,397210
Luxembourg,LUX,1994,28.700001,402596
Luxembourg,LUX,1995,28.799999,408237
Luxembourg,LUX,1996,28.9,413779
Luxembourg,LUX,1997,29.0,418970
Luxembourg,LUX,1998,29.0,424158
Luxembourg,LUX,1999,28.9,429909
Luxembourg,LUX,2000,28.799999,436142
Luxembourg,LUX,2001,28.6,441755
Luxembourg,LUX,2002,28.4,446393
Luxembourg,LUX,2003,28.0,451845
Luxembourg,LUX,2004,27.5,458307
Luxembourg,LUX,2005,26.9,465372
Luxembourg,LUX,2006,26.5,472871
Luxembourg,LUX,2007,26.0,480277
Luxembourg,LUX,2008,25.5,488995
Luxembourg,LUX,2009,25.200001,498195
Luxembourg,LUX,2010,25.1,507418
Luxembourg,LUX,2011,25.200001,518583
Luxembourg,LUX,2012,25.299999,530952
Madagascar,MDG,1980,22.4,9006039
Madagascar,MDG,1981,22.299999,9279017
Madagascar,MDG,1982,22.1,9557679
Madagascar,MDG,1983,22.0,9843046
Madagascar,MDG,1984,21.9,10134560
Madagascar,MDG,1985,21.799999,10433143
Madagascar,MDG,1986,21.799999,10736864
Madagascar,MDG,1987,21.700001,11047299
Madagascar,MDG,1988,21.700001,11369461
Madagascar,MDG,1989,21.700001,11705003
Madagascar,MDG,1990,21.799999,12055648
Madagascar,MDG,1991,21.799999,12421413
Madagascar,MDG,1992,21.799999,12800869
Madagascar,MDG,1993,21.9,13197353
Madagascar,MDG,1994,22.0,13613859
Madagascar,MDG,1995,22.200001,14051278
Madagascar,MDG,1996,22.4,14510711
Madagascar,MDG,1997,21.700001,14990817
Madagascar,MDG,1998,21.1,15489363
Madagascar,MDG,1999,20.799999,16000506
Madagascar,MDG,2000,20.5,16516337
Madagascar,MDG,2001,20.200001,17032933
Madagascar,MDG,2002,19.799999,17549914
Madagascar,MDG,2003,19.4,18071858
Madagascar,MDG,2004,18.799999,18606607
Madagascar,MDG,2005,17.5,19159713
Madagascar,MDG,2006,16.299999,19730918
Madagascar,MDG,2007,15.3,20318590
Madagascar,MDG,2008,14.4,20923841
Madagascar,MDG,2009,13.8,21547277
Madagascar,MDG,2010,13.6,22183343
Madagascar,MDG,2011,13.6,22822305
Madagascar,MDG,2012,13.6,23462444
Malawi,MWI,1980,13.0,6265530
Malawi,MWI,1981,13.0,6516458
Malawi,MWI,1982,12.9,6778885
Malawi,MWI,1983,12.9,7051707
Malawi,MWI,1984,12.8,7332810
Malawi,MWI,1985,12.8,7620509
Malawi,MWI,1986,12.8,7906485
Malawi,MWI,1987,12.9,8293174
Malawi,MWI,1988,12.9,8753264
Malawi,MWI,1989,12.9,9176223
Malawi,MWI,1990,13.0,9545860
Malawi,MWI,1991,13.0,9844228
Malawi,MWI,1992,13.0,10135082
Malawi,MWI,1993,13.0,10284027
Malawi,MWI,1994,13.1,10164900
Malawi,MWI,1995,13.1,10150123
Malawi,MWI,1996,13.1,10352228
Malawi,MWI,1997,13.0,10562035
Malawi,MWI,1998,12.8,10792877
Malawi,MWI,1999,12.6,11047814
Malawi,MWI,2000,12.4,11315946
Malawi,MWI,2001,12.0,11593057
Malawi,MWI,2002,11.6,11880440
Malawi,MWI,2003,11.3,12181575
Malawi,MWI,2004,10.9,12500736
Malawi,MWI,2005,10.7,12840034
Malawi,MWI,2006,10.4,13198700
Malawi,MWI,2007,10.2,13576343
Malawi,MWI,2008,9.8999996,13976416
Malawi,MWI,2009,9.8000002,14395788
Malawi,MWI,2010,9.6999998,14826466
Malawi,MWI,2011,9.6999998,15265026
Malawi,MWI,2012,9.6999998,15709576
Malaysia,MYS,1980,23.6,12983361
Malaysia,MYS,1981,23.4,13399206
Malaysia,MYS,1982,23.200001,13832795
Malaysia,MYS,1983,23.1,14285914
Malaysia,MYS,1984,23.0,14759014
Malaysia,MYS,1985,23.0,15252259
Malaysia,MYS,1986,23.0,15760425
Malaysia,MYS,1987,23.1,16276735
Malaysia,MYS,1988,23.1,16796611
Malaysia,MYS,1989,23.1,17315003
Malaysia,MYS,1990,23.0,17833178
Malaysia,MYS,1991,22.9,18342474
Malaysia,MYS,1992,22.700001,18834569
Malaysia,MYS,1993,22.6,19322667
Malaysia,MYS,1994,22.4,19820445
Malaysia,MYS,1995,22.200001,20330602
Malaysia,MYS,1996,22.0,20850085
Malaysia,MYS,1997,21.700001,21375224
Malaysia,MYS,1998,21.6,21906713
Malaysia,MYS,1999,21.4,22435533
Malaysia,MYS,2000,21.1,22967817
Malaysia,MYS,2001,20.9,23526534
Malaysia,MYS,2002,20.700001,24102479
Malaysia,MYS,2003,20.4,24679604
Malaysia,MYS,2004,19.9,25256771
Malaysia,MYS,2005,19.5,25836073
Malaysia,MYS,2006,19.200001,26417906
Malaysia,MYS,2007,19.0,26998384
Malaysia,MYS,2008,18.9,27570054
Malaysia,MYS,2009,18.799999,28124780
Malaysia,MYS,2010,18.9,28655771
Malaysia,MYS,2011,19.0,29162033
Malaysia,MYS,2012,19.1,29662835
Maldives,MDV,1980,20.799999,164843
Maldives,MDV,1981,20.700001,169543
Maldives,MDV,1982,20.6,174339
Maldives,MDV,1983,20.6,179141
Maldives,MDV,1984,20.5,184213
Maldives,MDV,1985,20.299999,190182
Maldives,MDV,1986,20.200001,196946
Maldives,MDV,1987,20.1,203960
Maldives,MDV,1988,20.0,210899
Maldives,MDV,1989,19.799999,217750
Maldives,MDV,1990,19.700001,224772
Maldives,MDV,1991,19.5,231809
Maldives,MDV,1992,19.4,238559
Maldives,MDV,1993,19.299999,244892
Maldives,MDV,1994,19.1,250831
Maldives,MDV,1995,19.0,256659
Maldives,MDV,1996,18.9,262355
Maldives,MDV,1997,18.799999,267713
Maldives,MDV,1998,18.700001,272736
Maldives,MDV,1999,18.6,277423
Maldives,MDV,2000,18.5,282025
Maldives,MDV,2001,18.4,286780
Maldives,MDV,2002,18.4,291631
Maldives,MDV,2003,18.299999,296497
Maldives,MDV,2004,18.299999,301414
Maldives,MDV,2005,18.4,306431
Maldives,MDV,2006,18.700001,313865
Maldives,MDV,2007,18.9,324488
Maldives,MDV,2008,19.200001,336178
Maldives,MDV,2009,19.6,348282
Maldives,MDV,2010,19.799999,360801
Maldives,MDV,2011,20.0,373682
Maldives,MDV,2012,20.200001,386822
Mali,MLI,1980,10.4,7530521
Mali,MLI,1981,10.4,7692765
Mali,MLI,1982,10.3,7860195
Mali,MLI,1983,10.3,8034400
Mali,MLI,1984,10.3,8208599
Mali,MLI,1985,10.3,8374661
Mali,MLI,1986,10.2,8531272
Mali,MLI,1987,10.2,8681166
Mali,MLI,1988,10.2,8834000
Mali,MLI,1989,10.1,8999935
Mali,MLI,1990,10.1,9178827
Mali,MLI,1991,10.1,9362885
Mali,MLI,1992,10.1,9553541
Mali,MLI,1993,10.1,9754785
Mali,MLI,1994,10.1,9967032
Mali,MLI,1995,10.1,10185367
Mali,MLI,1996,10.1,10407275
Mali,MLI,1997,10.1,10646498
Mali,MLI,1998,10.1,10919578
Mali,MLI,1999,10.1,11227419
Mali,MLI,2000,10.1,11559291
Mali,MLI,2001,10.1,11912162
Mali,MLI,2002,10.1,12288051
Mali,MLI,2003,10.1,12684952
Mali,MLI,2004,10.1,13102414
Mali,MLI,2005,10.2,13538647
Mali,MLI,2006,10.2,13990143
Mali,MLI,2007,10.2,14457777
Mali,MLI,2008,10.2,14940785
Mali,MLI,2009,10.2,15435537
Mali,MLI,2010,10.3,15945201
Mali,MLI,2011,10.3,16469051
Mali,MLI,2012,10.3,16957039
Malta,MLT,1980,25.9,342882
Malta,MLT,1981,26.200001,344756
Malta,MLT,1982,26.5,346654
Malta,MLT,1983,26.9,348597
Malta,MLT,1984,27.4,350555
Malta,MLT,1985,27.799999,352567
Malta,MLT,1986,28.299999,355082
Malta,MLT,1987,28.6,358089
Malta,MLT,1988,28.9,361226
Malta,MLT,1989,29.0,364530
Malta,MLT,1990,29.0,367913
Malta,MLT,1991,29.0,371335
Malta,MLT,1992,28.799999,374806
Malta,MLT,1993,28.6,378221
Malta,MLT,1994,28.299999,381467
Malta,MLT,1995,28.0,384559
Malta,MLT,1996,27.6,387627
Malta,MLT,1997,27.1,390687
Malta,MLT,1998,26.6,393782
Malta,MLT,1999,26.1,396896
Malta,MLT,2000,25.5,399905
Malta,MLT,2001,25.0,402788
Malta,MLT,2002,24.5,405572
Malta,MLT,2003,23.799999,408236
Malta,MLT,2004,23.200001,410800
Malta,MLT,2005,22.6,413323
Malta,MLT,2006,22.200001,415463
Malta,MLT,2007,21.799999,417201
Malta,MLT,2008,21.6,418969
Malta,MLT,2009,21.700001,420800
Malta,MLT,2010,21.799999,422652
Malta,MLT,2011,21.9,424634
Malta,MLT,2012,22.1,426616
Marshall Islands,MHL,1980,19.5,30793
Marshall Islands,MHL,1981,19.5,32040
Marshall Islands,MHL,1982,19.5,33418
Marshall Islands,MHL,1983,19.5,34831
Marshall Islands,MHL,1984,19.5,36282
Marshall Islands,MHL,1985,19.5,37778
Marshall Islands,MHL,1986,19.4,39307
Marshall Islands,MHL,1987,19.4,40846
Marshall Islands,MHL,1988,19.299999,42338
Marshall Islands,MHL,1989,19.299999,43610
Marshall Islands,MHL,1990,19.200001,44648
Marshall Islands,MHL,1991,19.200001,45587
Marshall Islands,MHL,1992,19.200001,46405
Marshall Islands,MHL,1993,19.299999,47111
Marshall Islands,MHL,1994,19.299999,47731
Marshall Islands,MHL,1995,19.299999,48283
Marshall Islands,MHL,1996,19.299999,48793
Marshall Islands,MHL,1997,19.200001,49277
Marshall Islands,MHL,1998,19.200001,49732
Marshall Islands,MHL,1999,19.1,50221
Marshall Islands,MHL,2000,19.1,50721
Marshall Islands,MHL,2001,19.0,51137
Marshall Islands,MHL,2002,19.0,51441
Marshall Islands,MHL,2003,18.799999,51658
Marshall Islands,MHL,2004,18.700001,51803
Marshall Islands,MHL,2005,18.5,51928
Marshall Islands,MHL,2006,18.299999,52011
Marshall Islands,MHL,2007,18.1,52050
Marshall Islands,MHL,2008,18.0,52049
Marshall Islands,MHL,2009,17.9,52038
Marshall Islands,MHL,2010,17.799999,52065
Marshall Islands,MHL,2011,17.799999,51927
Marshall Islands,MHL,2012,17.700001,51438
Mauritania,MRT,1980,9.3000002,1474047
Mauritania,MRT,1981,9.3000002,1516883
Mauritania,MRT,1982,9.3000002,1561182
Mauritania,MRT,1983,9.3999996,1606749
Mauritania,MRT,1984,9.3999996,1653695
Mauritania,MRT,1985,9.5,1702109
Mauritania,MRT,1986,9.5,1751844
Mauritania,MRT,1987,9.6000004,1803016
Mauritania,MRT,1988,9.6000004,1855862
Mauritania,MRT,1989,9.6999998,1903059
Mauritania,MRT,1990,9.8000002,1951881
Mauritania,MRT,1991,9.8999996,2009741
Mauritania,MRT,1992,10.0,2088142
Mauritania,MRT,1993,10.2,2174332
Mauritania,MRT,1994,10.3,2249462
Mauritania,MRT,1995,10.5,2312027
Mauritania,MRT,1996,10.6,2358195
Mauritania,MRT,1997,10.8,2411316
Mauritania,MRT,1998,11.0,2474650
Mauritania,MRT,1999,11.2,2541699
Mauritania,MRT,2000,11.4,2613451
Mauritania,MRT,2001,11.7,2678767
Mauritania,MRT,2002,11.9,2738660
Mauritania,MRT,2003,12.2,2802049
Mauritania,MRT,2004,12.3,2868671
Mauritania,MRT,2005,12.4,2939062
Mauritania,MRT,2006,12.4,3013660
Mauritania,MRT,2007,12.5,3093064
Mauritania,MRT,2008,12.6,3183278
Mauritania,MRT,2009,12.8,3284455
Mauritania,MRT,2010,12.9,3390967
Mauritania,MRT,2011,12.9,3502814
Mauritania,MRT,2012,13.0,3619035
Mauritius,MUS,1980,21.1,954222
Mauritius,MUS,1981,21.1,969221
Mauritius,MUS,1982,21.1,983608
Mauritius,MUS,1983,21.1,997375
Mauritius,MUS,1984,21.200001,1011247
Mauritius,MUS,1985,21.200001,1025067
Mauritius,MUS,1986,21.200001,1038350
Mauritius,MUS,1987,21.299999,1051116
Mauritius,MUS,1988,21.299999,1063596
Mauritius,MUS,1989,21.299999,1075986
Mauritius,MUS,1990,21.4,1089033
Mauritius,MUS,1991,21.4,1103050
Mauritius,MUS,1992,21.5,1117677
Mauritius,MUS,1993,21.299999,1132396
Mauritius,MUS,1994,21.1,1146559
Mauritius,MUS,1995,20.799999,1159824
Mauritius,MUS,1996,20.5,1172389
Mauritius,MUS,1997,20.0,1184305
Mauritius,MUS,1998,19.6,1195110
Mauritius,MUS,1999,18.9,1205903
Mauritius,MUS,2000,18.200001,1216632
Mauritius,MUS,2001,17.700001,1225807
Mauritius,MUS,2002,17.299999,1234091
Mauritius,MUS,2003,17.0,1242094
Mauritius,MUS,2004,17.0,1249798
Mauritius,MUS,2005,17.1,1257214
Mauritius,MUS,2006,17.200001,1263786
Mauritius,MUS,2007,17.299999,1269522
Mauritius,MUS,2008,17.5,1274634
Mauritius,MUS,2009,17.6,1278977
Mauritius,MUS,2010,17.9,1282710
Mauritius,MUS,2011,18.1,1286271
Mauritius,MUS,2012,18.299999,1289174
Mexico,MEX,1980,26.0,67300338
Mexico,MEX,1981,25.299999,68892104
Mexico,MEX,1982,24.9,70433259
Mexico,MEX,1983,24.9,71971238
Mexico,MEX,1984,24.9,73506848
Mexico,MEX,1985,24.9,75043416
Mexico,MEX,1986,25.1,76585639
Mexico,MEX,1987,25.4,78136650
Mexico,MEX,1988,25.700001,79695527
Mexico,MEX,1989,25.6,81247176
Mexico,MEX,1990,25.299999,82820171
Mexico,MEX,1991,24.9,84430563
Mexico,MEX,1992,24.299999,86044810
Mexico,MEX,1993,23.6,87653815
Mexico,MEX,1994,22.1,89259202
Mexico,MEX,1995,20.700001,90862449
Mexico,MEX,1996,19.1,92452701
Mexico,MEX,1997,17.200001,94021205
Mexico,MEX,1998,15.7,95575245
Mexico,MEX,1999,14.3,97115711
Mexico,MEX,2000,13.2,98625554
Mexico,MEX,2001,12.4,100099100
Mexico,MEX,2002,11.8,101548627
Mexico,MEX,2003,11.2,102978518
Mexico,MEX,2004,10.9,104394132
Mexico,MEX,2005,10.5,105811502
Mexico,MEX,2006,10.1,107253666
Mexico,MEX,2007,9.6999998,108774357
Mexico,MEX,2008,9.3999996,110374285
Mexico,MEX,2009,9.3000002,111999721
Mexico,MEX,2010,9.5,113623897
Mexico,MEX,2011,9.6999998,115243504
Mexico,MEX,2012,9.8999996,116818209
Moldova,MDA,1980,25.799999,4048713
Moldova,MDA,1981,25.799999,4089539
Moldova,MDA,1982,25.9,4130068
Moldova,MDA,1983,26.0,4172082
Moldova,MDA,1984,26.1,4215891
Moldova,MDA,1985,26.1,4261133
Moldova,MDA,1986,26.200001,4309371
Moldova,MDA,1987,26.200001,4359066
Moldova,MDA,1988,26.200001,4407775
Moldova,MDA,1989,26.200001,4439385
Moldova,MDA,1990,26.200001,4451150
Moldova,MDA,1991,25.9,4456609
Moldova,MDA,1992,25.1,4455714
Moldova,MDA,1993,24.5,4448242
Moldova,MDA,1994,23.6,4434460
Moldova,MDA,1995,22.9,4414215
Moldova,MDA,1996,22.200001,4387651
Moldova,MDA,1997,21.200001,4355536
Moldova,MDA,1998,20.4,4318714
Moldova,MDA,1999,19.799999,4278220
Moldova,MDA,2000,19.299999,4234970
Moldova,MDA,2001,19.1,4189770
Moldova,MDA,2002,19.0,4142937
Moldova,MDA,2003,19.0,4095419
Moldova,MDA,2004,19.200001,4046672
Moldova,MDA,2005,19.4,3988666
Moldova,MDA,2006,19.200001,3921319
Moldova,MDA,2007,19.1,3851399
Moldova,MDA,2008,19.1,3779501
Moldova,MDA,2009,19.200001,3706211
Moldova,MDA,2010,19.4,3631993
Moldova,MDA,2011,20.1,3557278
Moldova,MDA,2012,20.9,3482629
Mongolia,MNG,1980,20.9,1701341
Mongolia,MNG,1981,20.9,1742856
Mongolia,MNG,1982,21.0,1785364
Mongolia,MNG,1983,21.1,1829092
Mongolia,MNG,1984,21.200001,1874355
Mongolia,MNG,1985,21.4,1921519
Mongolia,MNG,1986,21.5,1970967
Mongolia,MNG,1987,21.6,2022803
Mongolia,MNG,1988,21.700001,2076327
Mongolia,MNG,1989,21.799999,2124189
Mongolia,MNG,1990,21.9,2164578
Mongolia,MNG,1991,21.9,2202771
Mongolia,MNG,1992,21.9,2239129
Mongolia,MNG,1993,21.9,2273514
Mongolia,MNG,1994,21.9,2305742
Mongolia,MNG,1995,21.9,2335717
Mongolia,MNG,1996,21.9,2363470
Mongolia,MNG,1997,22.1,2389131
Mongolia,MNG,1998,22.200001,2412793
Mongolia,MNG,1999,22.299999,2434044
Mongolia,MNG,2000,22.5,2455184
Mongolia,MNG,2001,22.6,2477704
Mongolia,MNG,2002,22.700001,2500075
Mongolia,MNG,2003,22.799999,2521811
Mongolia,MNG,2004,22.9,2542800
Mongolia,MNG,2005,23.200001,2563466
Mongolia,MNG,2006,23.299999,2584762
Mongolia,MNG,2007,23.6,2607977
Mongolia,MNG,2008,23.9,2634431
Mongolia,MNG,2009,24.200001,2665331
Mongolia,MNG,2010,24.6,2701738
Mongolia,MNG,2011,25.0,2745182
Mongolia,MNG,2012,25.4,2795463
Montenegro,MNE,1980,27.0,584830
Montenegro,MNE,1981,27.0,589917
Montenegro,MNE,1982,27.1,593634
Montenegro,MNE,1983,27.299999,596961
Montenegro,MNE,1984,27.4,600259
Montenegro,MNE,1985,27.5,603506
Montenegro,MNE,1986,27.5,606803
Montenegro,MNE,1987,27.4,610181
Montenegro,MNE,1988,27.299999,613592
Montenegro,MNE,1989,27.200001,617048
Montenegro,MNE,1990,27.1,620507
Montenegro,MNE,1991,27.0,623563
Montenegro,MNE,1992,27.1,626030
Montenegro,MNE,1993,27.299999,628107
Montenegro,MNE,1994,27.5,629890
Montenegro,MNE,1995,27.6,631386
Montenegro,MNE,1996,27.700001,632625
Montenegro,MNE,1997,27.700001,633538
Montenegro,MNE,1998,27.700001,634099
Montenegro,MNE,1999,27.799999,634280
Montenegro,MNE,2000,27.799999,634198
Montenegro,MNE,2001,27.799999,634000
Montenegro,MNE,2002,27.799999,633767
Montenegro,MNE,2003,27.799999,633561
Montenegro,MNE,2004,27.700001,633755
Montenegro,MNE,2005,27.700001,634057
Montenegro,MNE,2006,27.5,633877
Montenegro,MNE,2007,27.299999,633388
Montenegro,MNE,2008,27.1,632854
Montenegro,MNE,2009,26.9,632445
Montenegro,MNE,2010,26.700001,632090
Montenegro,MNE,2011,26.6,632691
Montenegro,MNE,2012,26.5,633549
Morocco,MAR,1980,13.5,19459942
Morocco,MAR,1981,13.5,19985406
Morocco,MAR,1982,13.5,20520325
Morocco,MAR,1983,13.5,21060697
Morocco,MAR,1984,13.6,21593778
Morocco,MAR,1985,13.6,22113954
Morocco,MAR,1986,13.6,22600803
Morocco,MAR,1987,13.7,23054390
Morocco,MAR,1988,13.7,23500528
Morocco,MAR,1989,13.7,23939414
Morocco,MAR,1990,13.7,24375558
Morocco,MAR,1991,13.7,24799015
Morocco,MAR,1992,13.8,25212469
Morocco,MAR,1993,13.9,25614587
Morocco,MAR,1994,13.9,26000824
Morocco,MAR,1995,13.9,26399430
Morocco,MAR,1996,13.9,26808109
Morocco,MAR,1997,13.9,27213339
Morocco,MAR,1998,13.8,27621638
Morocco,MAR,1999,13.8,28027189
Morocco,MAR,2000,13.8,28423439
Morocco,MAR,2001,13.8,28814647
Morocco,MAR,2002,13.7,29198146
Morocco,MAR,2003,13.7,29571416
Morocco,MAR,2004,13.6,29953021
Morocco,MAR,2005,13.6,30358145
Morocco,MAR,2006,13.5,30771180
Morocco,MAR,2007,13.5,31186468
Morocco,MAR,2008,13.5,31606768
Morocco,MAR,2009,13.4,32030779
Morocco,MAR,2010,13.4,32467008
Morocco,MAR,2011,13.4,32912586
Morocco,MAR,2012,13.5,33355247
Mozambique,MOZ,1980,12.3,11336218
Mozambique,MOZ,1981,12.3,11568124
Mozambique,MOZ,1982,12.2,11824372
Mozambique,MOZ,1983,12.2,12073826
Mozambique,MOZ,1984,12.1,12315952
Mozambique,MOZ,1985,12.0,12548950
Mozambique,MOZ,1986,11.9,12770581
Mozambique,MOZ,1987,11.7,12822573
Mozambique,MOZ,1988,11.5,12800557
Mozambique,MOZ,1989,11.4,12906843
Mozambique,MOZ,1990,11.3,13094535
Mozambique,MOZ,1991,11.3,13352092
Mozambique,MOZ,1992,11.3,13613316
Mozambique,MOZ,1993,11.3,14051203
Mozambique,MOZ,1994,11.4,15033850
Mozambique,MOZ,1995,11.4,15960528
Mozambique,MOZ,1996,11.4,16492483
Mozambique,MOZ,1997,11.4,16949989
Mozambique,MOZ,1998,11.4,17340462
Mozambique,MOZ,1999,11.4,17734499
Mozambique,MOZ,2000,11.3,18129652
Mozambique,MOZ,2001,11.3,18537734
Mozambique,MOZ,2002,11.3,18958338
Mozambique,MOZ,2003,11.4,19392477
Mozambique,MOZ,2004,11.5,19840311
Mozambique,MOZ,2005,11.6,20304578
Mozambique,MOZ,2006,11.6,20787088
Mozambique,MOZ,2007,11.5,21287638
Mozambique,MOZ,2008,11.4,21819035
Mozambique,MOZ,2009,11.3,22391752
Mozambique,MOZ,2010,11.1,22999235
Mozambique,MOZ,2011,11.0,23649044
Mozambique,MOZ,2012,11.0,24337849
Myanmar,MMR,1980,21.5,33227203
Myanmar,MMR,1981,21.5,33858787
Myanmar,MMR,1982,21.5,34482968
Myanmar,MMR,1983,21.4,35162716
Myanmar,MMR,1984,21.299999,35899314
Myanmar,MMR,1985,21.299999,36622832
Myanmar,MMR,1986,21.299999,37314881
Myanmar,MMR,1987,21.299999,37971601
Myanmar,MMR,1988,21.4,38600927
Myanmar,MMR,1989,21.5,39214624
Myanmar,MMR,1990,21.6,39817252
Myanmar,MMR,1991,21.6,40394159
Myanmar,MMR,1992,21.6,40950343
Myanmar,MMR,1993,21.6,41502423
Myanmar,MMR,1994,21.4,42055150
Myanmar,MMR,1995,21.200001,42605343
Myanmar,MMR,1996,21.0,43154857
Myanmar,MMR,1997,20.700001,43708802
Myanmar,MMR,1998,20.5,44257792
Myanmar,MMR,1999,20.200001,44787727
Myanmar,MMR,2000,19.9,45290851
Myanmar,MMR,2001,19.6,45771140
Myanmar,MMR,2002,19.4,46232656
Myanmar,MMR,2003,19.299999,46667190
Myanmar,MMR,2004,19.0,47068779
Myanmar,MMR,2005,18.6,47438362
Myanmar,MMR,2006,18.299999,47785142
Myanmar,MMR,2007,18.0,48125046
Myanmar,MMR,2008,17.799999,48390791
Myanmar,MMR,2009,17.6,48660458
Myanmar,MMR,2010,17.5,49024376
Myanmar,MMR,2011,17.5,49419824
Myanmar,MMR,2012,17.5,49837450
Namibia,NAM,1980,17.6,981439
Namibia,NAM,1981,17.5,992508
Namibia,NAM,1982,17.5,1010316
Namibia,NAM,1983,17.4,1037521
Namibia,NAM,1984,17.4,1065994
Namibia,NAM,1985,17.4,1096897
Namibia,NAM,1986,17.4,1131083
Namibia,NAM,1987,17.4,1167899
Namibia,NAM,1988,17.5,1209700
Namibia,NAM,1989,17.6,1288956
Namibia,NAM,1990,17.6,1369308
Namibia,NAM,1991,17.700001,1415689
Namibia,NAM,1992,17.799999,1461326
Namibia,NAM,1993,17.9,1508699
Namibia,NAM,1994,18.0,1556315
Namibia,NAM,1995,18.1,1602182
Namibia,NAM,1996,18.1,1646107
Namibia,NAM,1997,17.9,1689275
Namibia,NAM,1998,17.700001,1732747
Namibia,NAM,1999,17.5,1776370
Namibia,NAM,2000,17.200001,1818651
Namibia,NAM,2001,16.5,1857058
Namibia,NAM,2002,15.9,1889977
Namibia,NAM,2003,15.4,1917468
Namibia,NAM,2004,15.0,1942087
Namibia,NAM,2005,14.7,1966581
Namibia,NAM,2006,14.5,1991889
Namibia,NAM,2007,14.3,2018607
Namibia,NAM,2008,14.3,2047059
Namibia,NAM,2009,14.3,2077400
Namibia,NAM,2010,14.4,2109813
Namibia,NAM,2011,14.5,2146330
Namibia,NAM,2012,14.6,2194657
Nepal,NPL,1980,34.299999,15553107
Nepal,NPL,1981,34.400002,15922421
Nepal,NPL,1982,34.5,16297995
Nepal,NPL,1983,34.599998,16689122
Nepal,NPL,1984,34.599998,17085243
Nepal,NPL,1985,34.700001,17477694
Nepal,NPL,1986,34.700001,17868128
Nepal,NPL,1987,34.799999,18250512
Nepal,NPL,1988,34.799999,18638660
Nepal,NPL,1989,34.900002,19057812
Nepal,NPL,1990,35.099998,19524578
Nepal,NPL,1991,35.400002,20036505
Nepal,NPL,1992,35.799999,20609707
Nepal,NPL,1993,36.200001,21180157
Nepal,NPL,1994,36.599998,21717482
Nepal,NPL,1995,36.900002,22245442
Nepal,NPL,1996,37.099998,22741867
Nepal,NPL,1997,36.799999,23219459
Nepal,NPL,1998,36.400002,23680357
Nepal,NPL,1999,35.900002,24125201
Nepal,NPL,2000,35.5,24546510
Nepal,NPL,2001,34.799999,24946755
Nepal,NPL,2002,33.5,25328989
Nepal,NPL,2003,32.0,25688764
Nepal,NPL,2004,30.4,26016653
Nepal,NPL,2005,28.799999,26309462
Nepal,NPL,2006,27.299999,26565431
Nepal,NPL,2007,26.200001,26788499
Nepal,NPL,2008,25.4,26990038
Nepal,NPL,2009,24.700001,27173035
Nepal,NPL,2010,24.200001,27341955
Nepal,NPL,2011,23.9,27464499
Nepal,NPL,2012,23.799999,27534917
Netherlands,NLD,1980,29.4,14162687
Netherlands,NLD,1981,29.1,14262690
Netherlands,NLD,1982,28.700001,14333902
Netherlands,NLD,1983,28.4,14396901
Netherlands,NLD,1984,28.1,14462810
Netherlands,NLD,1985,27.9,14538958
Netherlands,NLD,1986,27.700001,14626489
